w_axis,data
1.44,36.02022691495538
1.45,35.99368384632782
1.46,35.96757028329245
1.47,35.9443137346278
1.48,36.15297200944802
1.49,36.22295115137398
1.5,36.27048917802101
1.51,36.30680144900995
1.52,36.33617038186558
1.53,36.36076152396268
1.54,36.3818438626724
1.55,36.40023266966472
1.56,36.41648575497758
1.57,36.431003175458365
1.58,36.444082525974025
1.59,36.455951249115245
1.6,36.466787693997894
1.61,36.4767340223862
1.62,36.485905583175516
1.63,36.4943972572848
1.64,36.5022880620336
1.65,36.50964426886351
1.66,36.51652211086202
1.67,36.52297075120729
1.68,36.52903079753273
1.69,36.53473887500135
1.7,36.54012647565847
1.71,36.54522128796249
1.72,36.55004782220584
1.73,36.55462775395211
1.74,36.558980396545415
1.75,36.56312301795565
1.76,36.567071138200134
1.77,36.57083862306001
1.78,36.5744381678215
1.79,36.57788107926394
1.8,36.58117779336916
1.81,36.584337750104794
1.82,36.58736963448049
1.83,36.590281461778766
1.84,36.59307995185855
1.85,36.59577217471474
1.86,36.598364238641906
1.87,36.600861925766864
1.88,36.60327001298165
1.89,36.605593597828125
1.9,36.60783710980831
1.91,36.61000485764175
1.92,36.61210005201301
1.93,36.614127284977364
1.94,36.61608949439155
1.95,36.61798982579554
1.96,36.619831221037686
1.97,36.621616417888845
1.98,36.62334804528254
1.99,36.625028478774844
2.0,36.62666002985826
2.01,36.62824481096357
2.02,36.629784857118
2.03,36.63128206046128
2.04,36.63273845360461
2.05,36.634155207024286
2.06,36.635534209605346
2.07,36.63687706144019
2.08,36.638184811445136
2.09,36.63945942392658
2.1,36.64070161975914
2.11,36.64191316203167
2.12,36.643094794086565
2.13,36.644247672197004
2.14,36.645372941995284
2.15,36.64647155874816
2.16,36.64754446990137
2.17,36.64859257789518
2.18,36.64961674294198
2.19,36.65061778549287
2.2,36.65159651947951
2.21,36.652553624115015
2.22,36.65348985181245
2.23,36.65440589079496
2.24,36.655302395865974
2.25,36.65617997027698
2.26,36.657039226735854
2.27,36.657880623541075
2.28,36.658705045206595
2.29,36.659512686132636
2.3,36.660304189449974
2.31,36.6610799962355
2.32,36.661840588730854
2.33,36.66258641392455
2.34,36.66331790132168
2.35,36.664035463797156
2.36,36.66473949839917
2.37,36.66543038710607
2.38,36.66610849754006
2.39,36.66677418364019
2.4,36.6674277863253
2.41,36.66806963397767
2.42,36.66870006019404
2.43,36.66931929750895
2.44,36.669928011881545
2.45,36.670525629579046
2.46,36.67111324025883
2.47,36.67169082584577
2.48,36.67225865096349
2.49,36.67281696251754
2.5,36.673365999103794
2.51,36.673905991357145
2.52,36.67443716228289
2.53,36.67495972757136
2.54,36.675473895897156
2.55,36.67597986920372
2.56,36.67647784297403
2.57,36.67696800648839
2.58,36.67745054306974
2.59,36.677925630317475
2.6,36.67839344033034
2.61,36.67885413991866
2.62,36.679307890807095
2.63,36.67975484982801
2.64,36.68019516910584
2.65,36.68062899623338
2.66,36.68105647444005
2.67,36.68147774275267
2.68,36.68189293614934
2.69,36.68230218570629
2.7,36.682705618738595
2.71,36.68310335893464
2.72,36.68349552648493
2.73,36.683882238205506
2.74,36.68426360765588
2.75,36.68463974525239
2.76,36.685010758376514
2.77,36.685376751478884
2.78,36.685737826179036
2.79,36.68609408136111
2.8,36.68644561326553
2.81,36.68679251557721
2.82,36.687134879510104
2.83,36.687472793888425
2.84,36.68780634522471
2.85,36.68813561779484
2.86,36.6884606937101
2.87,36.688781652986464
2.88,36.68909857361126
2.89,36.68941153160735
2.9,36.68972060109465
2.91,36.690025854349656
2.92,36.69032736186256
2.93,36.690625192392226
2.94,36.69091941301929
2.95,36.69121008919707
2.96,36.69149728480098
2.97,36.69178106217575
2.98,36.69206148126797
2.99,36.69233885586986
3.0,36.692612802989686
